Label (Grouping),Year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999","$250,000 to $299,999","$300,000 to $399,999","$400,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 to $1,499,999","$1,500,000 to $1,999,999","$2,000,000 or more"
Census Tract 63; Multnomah County; Oregon,2022,"1,568",0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,0,10,75,174,424,210,236,138,286
Census Tract 64.02; Multnomah County; Oregon,2022,"2,308",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,107,29,108,376,"1,034",412,191,11,10
Census Tract 64.03; Multnomah County; Oregon,2022,935,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,25,45,169,588,70,17,0,0
Census Tract 64.04; Multnomah County; Oregon,2022,"1,091",8,0,0,0,0,0,0,0,8,0,9,6,0,0,9,5,33,53,80,167,129,324,202,58,0,0
Census Tract 65.01; Multnomah County; Oregon,2022,"2,016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,152,402,"1,075",232,90,31,0
Census Tract 65.02; Multnomah County; Oregon,2022,"1,339",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,12,303,52,70,233,445,156,34,0,15
Census Tract 66.01; Multnomah County; Oregon,2022,"1,046",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,43,57,167,463,247,34,17,0
Census Tract 66.02; Multnomah County; Oregon,2022,"1,234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,15,0,0,115,155,613,221,90,0,0
Census Tract 67.01; Multnomah County; Oregon,2022,886,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,163,578,86,35,0,0
Census Tract 67.02; Multnomah County; Oregon,2022,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,7,24,161,471,106,21,0,0
Census Tract 68.01; Multnomah County; Oregon,2022,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,244,173,140,0,0
Census Tract 68.02; Multnomah County; Oregon,2022,"1,077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,475,347,165,0,10
Census Tract 69; Multnomah County; Oregon,2022,993,8,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,29,0,12,0,26,131,187,294,109,167
Census Tract 70.01; Multnomah County; Oregon,2022,"1,941",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,14,345,145,291,671,396,61,0
Census Tract 70.02; Multnomah County; Oregon,2022,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,38,170,261,253,120,62
Census Tract 71; Multnomah County; Oregon,2022,867,12,0,0,0,17,0,0,0,0,12,0,0,0,0,0,0,11,9,4,100,56,215,253,149,12,17
Census Tract 72.01; Multnomah County; Oregon,2022,"1,011",16,0,0,28,8,25,62,37,13,45,56,4,0,8,0,10,19,94,34,156,161,189,20,26,0,0
Census Tract 72.02; Multnomah County; Oregon,2022,860,0,0,19,0,29,0,0,10,0,0,12,0,0,24,12,0,12,0,18,139,278,239,19,28,12,9
Census Tract 73; Multnomah County; Oregon,2022,85,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,19,0,0,0,9,5,27,5,0,0
Census Tract 74; Multnomah County; Oregon,2022,721,10,18,55,0,0,0,0,7,0,0,0,17,0,0,0,0,0,0,41,116,101,328,14,9,0,5
Census Tract 75; Multnomah County; Oregon,2022,"1,191",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,79,127,500,290,14,52,0,18
Census Tract 76; Multnomah County; Oregon,2022,924,78,7,0,0,0,0,0,0,0,0,31,0,0,0,0,0,62,10,9,146,354,186,22,19,0,0
Census Tract 77; Multnomah County; Oregon,2022,669,15,0,0,7,0,4,0,0,28,0,0,0,0,42,36,0,0,36,45,248,171,33,4,0,0,0
Census Tract 78; Multnomah County; Oregon,2022,503,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,11,32,92,163,184,0,0,0,0
Census Tract 79; Multnomah County; Oregon,2022,"1,000",0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,10,44,333,310,270,16,0,0,0
Census Tract 80.01; Multnomah County; Oregon,2022,923,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,15,63,40,438,226,105,0,16,0,0
Census Tract 80.02; Multnomah County; Oregon,2022,793,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,264,377,119,0,0,0,0
Census Tract 81; Multnomah County; Oregon,2022,"1,133",0,15,0,0,0,0,0,18,0,0,0,0,0,0,16,11,29,41,79,293,532,99,0,0,0,0
Census Tract 82.01; Multnomah County; Oregon,2022,715,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,35,15,15,110,308,224,0,0,0,0
Census Tract 82.03; Multnomah County; Oregon,2022,823,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,21,91,56,214,302,111,0,0,0,0
Census Tract 82.04; Multnomah County; Oregon,2022,643,0,0,0,0,0,0,0,0,67,0,0,0,0,41,0,0,15,44,11,326,103,36,0,0,0,0
Census Tract 83.01; Multnomah County; Oregon,2022,716,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,90,89,247,229,41,0,0,0,0
Census Tract 83.02; Multnomah County; Oregon,2022,955,40,16,0,0,0,0,7,0,27,0,0,0,0,0,0,0,0,28,125,472,212,28,0,0,0,0
Census Tract 84; Multnomah County; Oregon,2022,846,0,0,0,0,0,0,0,13,0,0,0,31,22,7,8,17,0,50,92,311,208,78,9,0,0,0
Census Tract 85; Multnomah County; Oregon,2022,949,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,45,114,423,222,92,36,0,0,0
Census Tract 86; Multnomah County; Oregon,2022,"1,000",128,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,7,33,42,448,194,64,64,0,0,0
Census Tract 87; Multnomah County; Oregon,2022,"1,219",10,0,0,0,0,0,9,27,0,0,0,0,0,0,0,25,0,85,67,507,233,218,38,0,0,0
Census Tract 88; Multnomah County; Oregon,2022,"1,116",0,0,0,0,0,8,0,0,0,0,0,0,0,0,22,0,0,79,33,372,435,158,0,0,0,9
Census Tract 89.02; Multnomah County; Oregon,2022,587,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,0,65,286,140,47,0,0,0
Census Tract 89.03; Multnomah County; Oregon,2022,"1,522",0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,9,0,0,35,286,419,666,79,0,0,0
Census Tract 89.04; Multnomah County; Oregon,2022,905,0,0,0,0,0,21,0,0,0,45,0,0,0,13,25,0,0,0,120,144,263,247,27,0,0,0
Census Tract 90.01; Multnomah County; Oregon,2022,"1,216",18,0,15,0,0,0,0,31,0,0,0,14,17,0,19,30,71,15,98,395,342,96,55,0,0,0
Census Tract 90.02; Multnomah County; Oregon,2022,587,0,0,0,0,0,0,0,0,17,0,0,49,0,0,0,0,0,11,33,242,185,50,0,0,0,0
Census Tract 91.01; Multnomah County; Oregon,2022,"1,181",82,0,0,27,0,0,0,0,2,0,0,0,41,13,54,51,12,69,109,261,288,172,0,0,0,0
Census Tract 91.02; Multnomah County; Oregon,2022,"1,697",0,50,0,0,37,0,0,11,0,12,0,13,0,30,32,155,0,136,78,386,504,253,0,0,0,0
Census Tract 92.02; Multnomah County; Oregon,2022,"1,065",0,0,0,27,0,0,0,0,0,0,0,0,0,35,0,0,0,131,122,412,242,77,11,0,0,8
Census Tract 92.03; Multnomah County; Oregon,2022,818,7,0,0,11,43,12,0,0,0,0,0,11,6,7,0,6,0,45,39,205,358,53,15,0,0,0
Census Tract 92.04; Multnomah County; Oregon,2022,898,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,33,96,233,178,211,98,0,0,0,24
Census Tract 93.01; Multnomah County; Oregon,2022,898,0,13,0,0,0,0,0,29,0,0,0,0,0,0,0,29,46,59,31,205,339,133,14,0,0,0
Census Tract 93.02; Multnomah County; Oregon,2022,"1,003",0,0,0,0,0,0,0,43,7,0,0,0,0,0,0,11,12,77,53,347,343,104,6,0,0,0
Census Tract 94; Multnomah County; Oregon,2022,"2,510",0,0,0,0,0,0,0,19,0,0,0,0,0,0,29,43,33,51,90,843,"1,013",351,38,0,0,0
Census Tract 95.01; Multnomah County; Oregon,2022,"1,287",54,0,0,0,8,0,0,0,9,7,0,0,0,5,0,26,47,31,100,214,388,289,109,0,0,0
Census Tract 95.02; Multnomah County; Oregon,2022,969,4,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,7,42,166,471,243,17,0,0,0
Census Tract 96.03; Multnomah County; Oregon,2022,876,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,37,5,78,130,360,246,8,0,0,0,0
Census Tract 96.04; Multnomah County; Oregon,2022,959,31,0,0,27,0,4,0,51,0,71,0,0,15,0,0,0,39,115,74,296,236,0,0,0,0,0
Census Tract 96.05; Multnomah County; Oregon,2022,"1,308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,88,257,443,484,0,0,0,0
Census Tract 96.06; Multnomah County; Oregon,2022,753,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,11,17,48,78,195,351,10,0,7,0,0
Census Tract 97.01; Multnomah County; Oregon,2022,"1,157",0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,43,124,94,583,254,50,0,0,0,0
Census Tract 97.03; Multnomah County; Oregon,2022,"1,091",37,0,28,41,0,12,0,21,0,0,39,9,0,12,0,0,12,136,111,301,243,89,0,0,0,0
Census Tract 97.04; Multnomah County; Oregon,2022,"1,016",0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,36,72,606,234,39,0,0,0,0
Census Tract 98.01; Multnomah County; Oregon,2022,459,10,40,0,0,0,0,0,50,38,0,0,11,0,0,0,0,0,29,10,181,65,15,0,10,0,0
Census Tract 98.03; Multnomah County; Oregon,2022,"1,261",0,21,0,0,0,9,0,0,14,0,0,0,0,0,0,27,68,137,82,642,216,45,0,0,0,0
Census Tract 98.04; Multnomah County; Oregon,2022,679,0,0,0,12,0,39,0,0,0,23,0,0,0,6,0,6,0,48,82,196,227,32,8,0,0,0
Census Tract 99.03; Multnomah County; Oregon,2022,"2,262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,309,783,985,72,18,0,17
Census Tract 99.04; Multnomah County; Oregon,2022,878,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,33,105,48,35,274,246,103,22,0,0,0
Census Tract 99.05; Multnomah County; Oregon,2022,863,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94,250,407,73,0,0,0,0
Census Tract 99.06; Multnomah County; Oregon,2022,"1,344",16,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,10,37,200,566,462,43,0,0,0
Census Tract 99.07; Multnomah County; Oregon,2022,"1,547",7,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,7,45,52,285,360,562,156,55,0,0
Census Tract 100.01; Multnomah County; Oregon,2022,791,0,0,0,0,21,0,0,0,0,28,0,0,0,0,0,10,0,14,81,288,165,126,20,19,0,19
Census Tract 100.02; Multnomah County; Oregon,2022,"1,317",0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,0,0,15,105,365,590,100,58,0,0,24
Census Tract 101.01; Multnomah County; Oregon,2022,856,27,0,0,31,12,31,0,14,0,14,0,0,0,0,0,12,0,71,106,258,256,24,0,0,0,0
Census Tract 101.02; Multnomah County; Oregon,2022,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,37,33,209,297,92,0,0,0,0
Census Tract 102; Multnomah County; Oregon,2022,"1,965",46,60,0,0,39,0,50,89,16,55,0,20,0,66,23,73,0,17,107,325,693,157,64,65,0,0
Census Tract 103.03; Multnomah County; Oregon,2022,"1,145",0,0,19,0,42,0,0,0,46,0,0,0,0,35,14,0,0,16,56,331,424,130,0,0,0,32
Census Tract 103.04; Multnomah County; Oregon,2022,837,0,29,19,15,110,10,21,20,10,1,0,0,0,0,0,15,28,56,51,191,159,98,4,0,0,0
Census Tract 103.05; Multnomah County; Oregon,2022,990,32,0,0,0,29,0,7,14,0,8,39,0,7,31,13,0,0,14,23,401,244,121,0,7,0,0
Census Tract 103.06; Multnomah County; Oregon,2022,"1,306",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,21,102,385,611,148,0,0,0,0
Census Tract 104.02; Multnomah County; Oregon,2022,"1,523",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,37,0,0,0,230,469,548,182,45,0,0
Census Tract 104.05; Multnomah County; Oregon,2022,"1,146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,593,368,152,0,0,0,0
Census Tract 104.07; Multnomah County; Oregon,2022,"1,184",0,0,0,0,0,9,0,40,9,0,0,0,0,0,0,13,0,6,44,244,479,296,35,9,0,0
Census Tract 104.08; Multnomah County; Oregon,2022,"1,404",12,0,51,18,38,0,17,85,68,38,0,0,15,57,0,11,9,0,24,178,528,210,19,26,0,0
Census Tract 104.10; Multnomah County; Oregon,2022,655,14,0,0,6,0,0,0,0,0,0,0,0,0,0,14,8,79,41,68,279,110,36,0,0,0,0
Census Tract 104.11; Multnomah County; Oregon,2022,697,10,7,9,8,0,0,0,12,33,0,27,0,0,61,9,37,20,25,145,230,46,18,0,0,0,0
Census Tract 104.12; Multnomah County; Oregon,2022,837,0,0,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,8,30,65,390,318,6,0,0,0
Census Tract 104.13; Multnomah County; Oregon,2022,"1,157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,0,0,47,244,407,400,0,0,0,0
Census Tract 105; Multnomah County; Oregon,2022,"1,149",0,0,0,8,0,6,0,8,0,0,0,0,0,23,0,0,26,20,34,103,69,634,139,79,0,0
Census Tract 106.01; Multnomah County; Oregon,2022,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,18,86,48,33,0,50,0
Census Tract 106.02; Multnomah County; Oregon,2022,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
Census Tract 9800; Multnomah County; Oregon,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 1.01; Multnomah County; Oregon,2023,716,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,74,135,253,134,75,0,0
Census Tract 1.02; Multnomah County; Oregon,2023,"1,043",0,0,0,0,0,0,0,0,0,24,0,0,0,28,0,0,0,15,16,113,54,354,339,100,0,0
Census Tract 2.01; Multnomah County; Oregon,2023,834,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,65,523,181,45,0,0
Census Tract 2.02; Multnomah County; Oregon,2023,726,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,372,200,50,0,0
Census Tract 3.01; Multnomah County; Oregon,2023,"1,026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,142,565,265,45,4,0
Census Tract 3.02; Multnomah County; Oregon,2023,"2,504",0,0,0,13,0,0,0,0,0,0,0,0,0,20,0,0,0,0,34,25,138,766,928,551,29,0
Census Tract 4.01; Multnomah County; Oregon,2023,"1,118",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,14,280,692,87,23,0,0
Census Tract 4.02; Multnomah County; Oregon,2023,"1,108",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,18,98,369,498,73,5,0,0
Census Tract 5.01; Multnomah County; Oregon,2023,"1,274",0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,9,0,28,175,584,426,10,12,0,10
Census Tract 5.02; Multnomah County; Oregon,2023,"1,257",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,22,30,313,416,443,15,0,0,0
Census Tract 6.01; Multnomah County; Oregon,2023,"1,584",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,102,441,479,254,228,16,0,11
Census Tract 6.02; Multnomah County; Oregon,2023,"1,218",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,19,44,402,425,262,43,0,0,0
Census Tract 7.01; Multnomah County; Oregon,2023,"1,347",0,0,0,0,0,0,0,0,27,0,0,0,0,28,0,0,0,30,1,124,512,539,86,0,0,0
Census Tract 7.02; Multnomah County; Oregon,2023,"1,283",0,0,0,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,128,541,559,14,15,0,0
Census Tract 8.01; Multnomah County; Oregon,2023,"1,278",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,166,660,377,17,0,0
Census Tract 8.02; Multnomah County; Oregon,2023,"1,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,127,354,628,92,0,0,0
Census Tract 9.01; Multnomah County; Oregon,2023,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,98,446,155,92,14,0
Census Tract 9.02; Multnomah County; Oregon,2023,702,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,81,118,449,46,0,0,0
Census Tract 10; Multnomah County; Oregon,2023,"1,111",0,0,0,0,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,60,209,459,304,44,0,0
Census Tract 11.01; Multnomah County; Oregon,2023,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,24,62,17,0,0
Census Tract 11.02; Multnomah County; Oregon,2023,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,138,123,42,0,29
Census Tract 12.02; Multnomah County; Oregon,2023,901,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,63,126,296,355,0,20
Census Tract 12.03; Multnomah County; Oregon,2023,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,278,53,0,0,0
Census Tract 12.04; Multnomah County; Oregon,2023,227,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,7,27,0,58,104,13,0,0
Census Tract 13.01; Multnomah County; Oregon,2023,716,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,46,6,98,96,265,152,46,0,0
Census Tract 13.02; Multnomah County; Oregon,2023,925,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,80,480,306,44,0,0
Census Tract 14; Multnomah County; Oregon,2023,"1,627",0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,30,0,37,294,608,538,73,0,0
Census Tract 15; Multnomah County; Oregon,2023,"1,124",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,31,422,531,73,23,19
Census Tract 16.01; Multnomah County; Oregon,2023,"1,720",25,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,49,319,844,295,147,15,0
Census Tract 16.02; Multnomah County; Oregon,2023,"1,596",10,40,0,0,13,0,0,0,0,0,0,0,29,0,0,0,0,0,16,409,840,220,19,0,0,0
Census Tract 17.02; Multnomah County; Oregon,2023,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,173,110,396,285,12,0,0,5
Census Tract 17.03; Multnomah County; Oregon,2023,"1,060",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,89,53,131,260,466,36,0,0,0
Census Tract 17.04; Multnomah County; Oregon,2023,911,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,199,0,35,126,396,140,0,0,0
Census Tract 18.01; Multnomah County; Oregon,2023,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,234,299,125,0,0,0
Census Tract 18.02; Multnomah County; Oregon,2023,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,58,19,97,431,208,47,11,0
Census Tract 19; Multnomah County; Oregon,2023,"1,651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,35,231,879,388,76,15
Census Tract 20.01; Multnomah County; Oregon,2023,428,0,0,0,0,0,0,0,0,6,0,0,0,0,27,0,0,0,34,0,39,19,145,97,40,21,0
Census Tract 20.02; Multnomah County; Oregon,2023,384,17,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,22,18,41,93,149,30,0,0
Census Tract 21.01; Multnomah County; Oregon,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 21.02; Multnomah County; Oregon,2023,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,20,8,51,0,0,0
Census Tract 22.03; Multnomah County; Oregon,2023,675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,58,372,150,56,24,0
Census Tract 23.03; Multnomah County; Oregon,2023,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,9,0,0,107,20,0,0,0
Census Tract 24.01; Multnomah County; Oregon,2023,898,0,0,0,0,0,0,0,0,0,0,0,4,0,84,0,0,0,0,0,0,0,136,408,232,26,8
Census Tract 24.02; Multnomah County; Oregon,2023,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,53,109,57,187,73,59,0,18
Census Tract 25.01; Multnomah County; Oregon,2023,"1,606",8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,40,320,617,503,102,9
Census Tract 25.02; Multnomah County; Oregon,2023,762,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,45,53,213,115,211,31,30
Census Tract 26; Multnomah County; Oregon,2023,"1,033",0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,19,20,386,318,182,0,0
Census Tract 27.01; Multnomah County; Oregon,2023,"1,105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,523,360,161,47,0
Census Tract 27.02; Multnomah County; Oregon,2023,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,31,23,392,203,8,9,0
Census Tract 28.01; Multnomah County; Oregon,2023,"1,071",0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,14,48,481,365,138,0,7
Census Tract 28.02; Multnomah County; Oregon,2023,888,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,28,104,535,166,32,0,0
Census Tract 29.01; Multnomah County; Oregon,2023,"1,537",0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,83,81,336,941,67,0,0,0
Census Tract 29.02; Multnomah County; Oregon,2023,"1,921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,254,505,907,190,10,0,0
Census Tract 29.03; Multnomah County; Oregon,2023,"1,016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,277,409,241,12,50,0,0
Census Tract 30; Multnomah County; Oregon,2023,"1,763",0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,43,110,"1,029",530,21,0,0
Census Tract 31; Multnomah County; Oregon,2023,"1,385",13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,21,522,478,243,37,17
Census Tract 32; Multnomah County; Oregon,2023,"1,159",17,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,48,40,504,400,90,38,0
Census Tract 33.01; Multnomah County; Oregon,2023,572,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,28,13,12,80,311,85,34,0,0
Census Tract 33.02; Multnomah County; Oregon,2023,935,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,80,46,482,203,110,0,0
Census Tract 34.01; Multnomah County; Oregon,2023,700,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,35,22,46,395,163,32,0,0
Census Tract 34.02; Multnomah County; Oregon,2023,616,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,23,41,284,79,0,0,0
Census Tract 35.01; Multnomah County; Oregon,2023,972,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,102,125,546,54,37,0,0
Census Tract 35.02; Multnomah County; Oregon,2023,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,54,54,282,174,68,0,0
Census Tract 36.01; Multnomah County; Oregon,2023,"1,235",15,0,0,0,62,0,0,16,0,0,0,0,0,0,0,0,20,94,0,57,147,673,84,67,0,0
Census Tract 36.02; Multnomah County; Oregon,2023,"2,093",25,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,62,55,323,"1,280",333,0,0,0
Census Tract 36.03; Multnomah County; Oregon,2023,546,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,6,98,307,85,30,0,12
Census Tract 37.01; Multnomah County; Oregon,2023,"1,029",0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,24,114,127,703,46,0,0,0
Census Tract 37.02; Multnomah County; Oregon,2023,718,4,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,0,0,35,102,291,164,88,0,0
Census Tract 38.01; Multnomah County; Oregon,2023,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,42,238,410,50,0,0,0
Census Tract 38.02; Multnomah County; Oregon,2023,889,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,8,103,157,535,68,0,0,0
Census Tract 38.03; Multnomah County; Oregon,2023,"1,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,27,0,129,142,667,119,0,0,0
Census Tract 39.02; Multnomah County; Oregon,2023,"1,175",4,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,9,0,0,44,169,667,244,8,0,16
Census Tract 39.03; Multnomah County; Oregon,2023,678,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,50,282,313,21,0,0,0
Census Tract 39.04; Multnomah County; Oregon,2023,"1,347",5,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,56,398,841,20,0,0,0
Census Tract 40.02; Multnomah County; Oregon,2023,"1,232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,166,341,570,139,11,0,0
Census Tract 40.03; Multnomah County; Oregon,2023,"1,675",13,0,0,0,0,0,0,0,0,0,18,0,13,0,10,0,27,53,105,73,826,500,37,0,0,0
Census Tract 41.02; Multnomah County; Oregon,2023,"1,704",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,26,0,20,96,208,690,476,155,0,0,20
Census Tract 41.03; Multnomah County; Oregon,2023,"1,159",6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,30,14,262,523,309,9,0,0,0
Census Tract 41.04; Multnomah County; Oregon,2023,555,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,13,27,90,202,191,0,0,0,0
Census Tract 42; Multnomah County; Oregon,2023,891,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,100,61,216,254,228,18,0,0,0
Census Tract 43; Multnomah County; Oregon,2023,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,49,81,155,33,95,9,0
